Week,Opponent,Quarter,Time,Score_Margin,Down,Distance,POS,Play_Type,Personnel,Formation,Motion,Runner,Lead_Block,Target,Catch,Gain,Penalty,Play_Action,Pass_Area,Pass_Depth,Run_Area,Def_Package,Def_Front,Pass_Rushers,Goal_Line,LOS_to_Goal,Red_Zone,Net_Gain,Minute,Second,Num_RB,Num_TE,Num_WR,6_OL,Left_Split,Right_Split,Shotgun,Shotgun_Offset,I-Form,I-Form_Offset,Singleback,Motion_Bool,Motion_Pos,Motion_Dir,Target_Pos,Target_Align,Pass_Dir,TD,Explosive_Pass,Explosive_Pass_Yd,Explosive_Run,Explosive_Run_Yd,Explosive_Play,Penalty_Team,Penalty_Type,Penalty_Yards,Successful_Pass,Successful_Run,Successful_Play,Field_Goal,Field_Goal_Dist,Sack_TFL,Sack_TFL_Yards,Home/Road
7,ARZ,5,1:53,0,1.0,10.0,43,Run,12,"""-1x3+"", closed L, singleback",TE in,Michael,TE,N/A,N/A,5.0,,,,,IL,,Over,,0,43,0.0,5.0,1,53,1.0,2.0,2.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,1.0,TE,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
7,ARZ,5,0:54,0,1.0,9.0,9,Run,11,"""+3x1-"", closed R, shotgun offset R",,Michael,,N/A,N/A,-1.0,,,,,M,,Over,,1,9,1.0,-1.0,0,54,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-1.0,Road
8,NOR,2,11:33,4,1.0,10.0,-25,Pass,11,"""-3x1-"", closed R, bunch L-, shotgun offset R",,N/A,,Lockett (BI),7,7.0,,Hard,RM,S,,,Under,4,0,75,0.0,7.0,11,33,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,WR,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
8,NOR,3,10:32,1,1.0,10.0,30,Pass,11,"""-3x1-"", closed R, bunch L-, shotgun offset R",,N/A,,"Michael (R RB, 2)",Inc.,0.0,,,RM,S,,,Over,4,0,30,0.0,0.0,10,32,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
8,NOR,4,12:24,-5,1.0,10.0,-25,Pass,11,"""-1x3-"", closed L, bunch R-, shotgun offset L",,N/A,,Lockett (BI),Catch,8.0,,"Hard, roll",LS,S,,,Other Even,4,0,75,0.0,8.0,12,24,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Left,0.0,,,0.0,,,WR,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
8,NOR,4,7:24,-5,2.0,10.0,10,Pass,11,"""-1x3-"", closed L, shotgun offset L",,N/A,,"Graham (L LOS TE, 1)",Inc.,0.0,,,LM,IS,,,Over,4,1,10,1.0,0.0,7,24,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Left,0.0,,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
8,NOR,4,7:20,-5,3.0,10.0,10,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,Lockett (R3),Catch,7.0,,,RS,S,,,Over,4,1,10,1.0,7.0,7,20,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
8,NOR,4,0:33,-5,3.0,6.0,45,Pass,11,"""-3x1-"", bunch L-, shotgun offset R",,N/A,,Baldwin (BI),Catch,27.0,,,LM,S,,,Other Odd,2,0,45,0.0,27.0,0,33,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,WR,,,0.0,1.0,27.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
9,BUF,1,14:30,0,2.0,1.0,-34,Run,12,"""-1x3*"", closed L, singleback",WR in,Michael,,N/A,N/A,-2.0,,,,,IR,,Over,,0,66,0.0,-2.0,14,30,1.0,2.0,2.0,0.0,Narrow,Normal,0.0,,0.0,,1.0,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-2.0,Home
9,BUF,2,8:02,-3,3.0,8.0,-46,Pass,11,"""-3x1-"", bunch L-, shotgun offset R",,N/A,,N/A,"Sack, Hughes",-10.0,,,,,,,Over,5,0,54,0.0,-10.0,8,02,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-10.0,Home
9,BUF,4,3:04,6,2.0,11.0,-17,Run,11,"""-1x3+"", closed L, singleback",WR in,Prosise,,N/A,N/A,3.0,,,,,IR,,2 Eagle Odd,,0,83,0.0,3.0,3,04,1.0,1.0,3.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
10,NE,1,7:23,-7,3.0,4.0,8,Pass,11,"""-1x3-"", closed L, shotgun offset L",WR in,N/A,,Kearse (R1),Inc.,0.0,,,RM,S,,,Other Even,5,0,8,1.0,0.0,7,23,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Left,0.0,,,1.0,WR,in,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,25.0,0.0,,Road
10,NE,1,4:34,-4,1.0,10.0,50,Pass,12,"""+3x1+"", shotgun offset R",,N/A,,"Michael (R RB, 2)",Catch,4.0,,,Swing R,S,,,2 Eagle Even,4,0,50,0.0,4.0,4,34,1.0,2.0,2.0,0.0,Wide,Wide,1.0,Right,0.0,,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,67.0,0.0,,Road
10,NE,1,0:02,-1,1.0,10.0,-35,Pass,12,"""-1x3-"", closed L, singleback",TE in,N/A,,"Graham (R LOS TE, 3)",Catch,11.0,,Hard,RS,IS,,,2 Eagle Even,4,0,65,0.0,11.0,0,02,1.0,2.0,2.0,0.0,Narrow,Narrow,0.0,,0.0,,1.0,1.0,TE,in,TE,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
10,NE,2,14:28,-1,2.0,7.0,-49,Pass,11,"""-1x3+"", closed L, singleback",,N/A,,Lockett (R3),Inc.,0.0,,Hard,RS,S,,,2 Eagle Even,5,0,51,0.0,0.0,14,28,1.0,1.0,3.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
10,NE,3,5:03,-2,2.0,7.0,17,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,"Prosise (R RB, 2)",Catch,10.0,,,Swing R,S,,,Under,5,0,17,1.0,10.0,5,03,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
10,NE,4,9:03,-2,3.0,5.0,5,Pass,11,"""+3x1-"", closed R, shotgun offset R",WR in,N/A,,Lockett (L3),Inc.,0.0,,,LS,S,,,Other Odd,5,1,5,1.0,0.0,9,03,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,1.0,WR,in,WR,3,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
10,NE,4,4:24,7,,,2,"Pass, 2PT",11,"""-3x1-"", closed R, bunch L-, shotgun offset R",,N/A,,Baldwin (BP),"Inc., 2PT Fail",,,,LS,S,,,Over,3,0,2,1.0,,4,24,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,WR,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
11,PHI,1,15:00,0,1.0,10.0,-25,Pass,11,"""+1x3+"", shotgun offset L",,N/A,,"Prosise (R RB, 2)",Catch,0.0,,,Swing L,S,,,Over,4,0,75,0.0,0.0,15,00,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
11,PHI,1,14:28,0,3.0,10.0,-25,Run,11,"""-1x3-"", shotgun offset L",,R. Wilson,,N/A,N/A,6.0,,,,,SCR,,Over,4,0,75,0.0,6.0,14,28,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
11,PHI,2,14:07,-1,1.0,10.0,-8,Pass,11,"""+3x1-"", closed R, shotgun offset L",,N/A,,Kearse (L1),Catch,12.0,,"Hard, roll",LS,S,,,Over,4,0,92,0.0,12.0,14,07,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Left,0.0,,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Home
11,PHI,2,12:03,-1,1.0,10.0,-33,Pass,12,"""+3x1-"", closed R, singleback",TE in,N/A,,Baldwin (L2),Inc.,,"Def. holding, Jenkins, +5",Hard,LS,D,,,Under,4,0,67,0.0,,12,03,1.0,2.0,2.0,0.0,Wide,Narrow,0.0,,0.0,,1.0,1.0,TE,in,WR,2,Left,0.0,0.0,,0.0,,0.0,Defense,Def. holding,5.0,,,,0.0,,0.0,,Home
11,PHI,2,3:58,6,2.0,3.0,3,Pass,11,"""-1x3+"", closed L, singleback",,N/A,,Kearse (R1),Inc.,0.0,,Hard,RS,S,,,Over,4,1,3,1.0,0.0,3,58,1.0,1.0,3.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,20.0,0.0,,Home
11,PHI,2,2:47,9,1.0,10.0,-30,Run,11,"""+1x3+"", shotgun offset L",,Prosise,,N/A,N/A,,"Off. Holding, Glowinski, -10",,,,M,,Under,,0,70,0.0,,2,47,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,Offense,Off. Holding,-10.0,,,0.0,0.0,,0.0,,Home
11,PHI,3,14:01,9,1.0,10.0,-22,Run,11,"""+3x1-"", closed R, singleback",,Rawls,,N/A,N/A,5.0,,,,,IL,,Over,,0,78,0.0,5.0,14,01,1.0,1.0,3.0,0.0,Wide,Narrow,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,,Home
11,PHI,3,12:38,9,1.0,10.0,-36,Run,12,"""+1x3+"", shotgun offset L",,R. Wilson,,N/A,N/A,3.0,,,,,SCR,,Over,4,0,64,0.0,3.0,12,38,1.0,2.0,2.0,0.0,Wide,Wide,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
11,PHI,3,12:06,9,2.0,7.0,39,Run,11,"""-1x3+"", closed L, singleback",,Pope,,N/A,N/A,1.0,,,,,IL,,Over,,0,39,0.0,1.0,12,06,1.0,1.0,3.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
11,PHI,4,8:13,19,2.0,8.0,29,Run,11,"""-1x3+"", closed L, bunch R*, shotgun offset L",,Rawls,,N/A,N/A,3.0,,,,,M,,Over,,0,29,0.0,3.0,8,13,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
11,PHI,4,7:30,19,3.0,5.0,26,Pass,11,"""-3x1-"", bunch L-, shotgun offset R",WR in,N/A,,Throwaway,Inc.,0.0,,,,,,,2 Eagle Even,4,0,26,0.0,0.0,7,30,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
11,PHI,4,3:41,11,1.0,10.0,48,Run,2 QB,"""+3x1-"", closed R, singleback",,Boykin,,N/A,N/A,-5.0,,,,,IR,,Over,,0,48,0.0,-5.0,3,41,1.0,1.0,3.0,0.0,Wide,Narrow,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-5.0,Home
11,PHI,4,3:37,11,2.0,15.0,-47,Run,2 QB,"""+3x1-"", closed R, shotgun offset R",,R. Wilson,,N/A,N/A,4.0,,,,,OR,,Over,,0,53,0.0,4.0,3,37,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
12,TB,1,1:43,-14,1.0,10.0,-36,Pass,12,"""+3x1-"", closed R, shotgun offset R",TE in,N/A,,"L. Wilson (R LOS TE, 1)",Catch,11.0,,,RM,S,,,Over,5,0,64,0.0,11.0,1,43,1.0,2.0,2.0,0.0,Wide,Narrow,1.0,Right,0.0,,,1.0,TE,in,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
12,TB,2,13:13,-12,2.0,10.0,-28,Run,11,"""+3x1-"", closed R, shotgun offset R",WR in,R. Wilson,,N/A,N/A,17.0,,,,,OR,,Over,,0,72,0.0,17.0,13,13,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,1.0,WR,in,,,,0.0,0.0,,1.0,17.0,1.0,,,0.0,,1.0,1.0,1.0,89.0,0.0,,Road
12,TB,2,6:30,-9,1.0,10.0,-14,Run,11,"""-1x3*"", closed L, bunch R-",,Rawls,,N/A,N/A,5.0,,,,,M,,Over,,0,86,0.0,5.0,6,30,1.0,1.0,3.0,0.0,Narrow,Normal,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
12,TB,2,5:59,-9,2.0,5.0,-19,Run,11,"""+1x3+"", shotgun offset L",,Rawls,,N/A,N/A,1.0,,,,,M,,Under,,0,81,0.0,1.0,5,59,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
12,TB,3,15:00,-9,1.0,10.0,-25,Pass,12,"""+3x1-"", closed R, singleback",TE in,N/A,,Kearse (L1),Catch,,"Chop block, Hunt, -11",,WR Screen L,S,,,Over,4,0,75,0.0,,15,00,1.0,2.0,2.0,0.0,Wide,Narrow,0.0,,0.0,,1.0,1.0,TE,in,WR,1,Left,0.0,0.0,,0.0,,0.0,Offense,Chop block,-11.0,,,0.0,0.0,,0.0,,Road
12,TB,3,10:46,-9,1.0,10.0,-15,Run,11,"""+3x1+"", shotgun offset R",,R. Wilson,,N/A,N/A,13.0,,,,,OR,,Under,,0,85,0.0,13.0,10,46,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,1.0,13.0,1.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
12,TB,3,10:01,-9,2.0,10.0,-29,Pass,11,"""+3x1-"", shotgun offset R",,N/A,,Baldwin (L3),Catch,1.0,,Hard,RM,S,,,2 Eagle Odd,4,0,71,0.0,1.0,10,01,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,WR,3,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
12,TB,3,9:17,-9,3.0,9.0,-30,Pass,11,"""+3x1-"", shotgun offset R",,N/A,,Lockett (L2),Inc.,0.0,,,LS,ID,,,Over,5,0,70,0.0,0.0,9,17,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
12,TB,3,5:03,-9,1.0,10.0,-9,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,"Graham (R LOS TE, 1)",Catch,17.0,,Hard,RM,S,,,Over,4,0,91,0.0,17.0,5,03,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,TE,1,Right,0.0,1.0,17.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
12,TB,3,4:29,-9,1.0,10.0,-26,Run,12,"""-1x3+"", closed L, shotgun offset L",,Rawls,,N/A,N/A,1.0,,,,,M,,Under,,0,74,0.0,1.0,4,29,1.0,2.0,2.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
12,TB,4,14:03,-9,1.0,10.0,-7,Run,11,"""+3x1-"", shotgun offset R",,R. Wilson,,N/A,N/A,7.0,,,,,SCR,,Under,4,0,93,0.0,7.0,14,03,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
12,TB,4,11:58,-9,3.0,10.0,-32,Pass,11,"""+3x1-"", shotgun offset R",,N/A,,Lockett (L2),Inc.,0.0,,,LM,ID,,,Over,4,0,68,0.0,0.0,11,58,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
12,TB,4,10:14,-9,1.0,10.0,-41,Pass,12,"""-1x3+"", closed L, shotgun offset L",,N/A,,Baldwin (R2),Catch,4.0,,,WR Screen R,S,,,Under,4,0,59,0.0,4.0,10,14,1.0,2.0,2.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
12,TB,4,9:41,-9,2.0,6.0,-45,Run,11,"""+3x1-"", shotgun offset L",,R. Wilson,,N/A,N/A,13.0,,,,,SCR,,Under,4,0,55,0.0,13.0,9,41,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,1.0,13.0,1.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
12,TB,4,9:12,-9,1.0,10.0,42,Pass,11,"""+3x1+"", shotgun offset R",,N/A,,Baldwin (L3),Catch,-1.0,,,WR Screen L,S,,,2 Eagle Even,4,0,42,0.0,-1.0,9,12,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,,0.0,,,WR,3,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-1.0,Road
12,TB,4,8:35,-9,2.0,11.0,43,Pass,11,"""-1x3+"", shotgun offset L",,N/A,,Graham (L1),Catch,13.0,,,LM,S,,,2 Eagle Even,4,0,43,0.0,13.0,8,35,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
12,TB,4,8:02,-9,2.0,10.0,30,Run,11,"""+3x1-"", closed R, shotgun offset R",WR in,Rawls,,N/A,N/A,3.0,,,,,M,,2 Eagle Even,,0,30,0.0,3.0,8,02,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
12,TB,4,7:19,-9,3.0,7.0,27,Pass,11,"""+3x1-"", shotgun offset R",,N/A,,Graham (R1),"Catch, Fumble, L. David",5.0,,,LM,S,,,2 Eagle Even,4,0,27,0.0,5.0,7,19,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
13,CAR,1,14:46,0,1.0,8.0,8,Run,12,"""-1x3+"", closed L, shotgun offset L",,Rawls,,N/A,N/A,2.0,,,,,M,,2 Eagle Odd,,1,8,1.0,2.0,14,46,1.0,2.0,2.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,25.0,0.0,,Home
13,CAR,1,10:37,3,1.0,10.0,-8,Pass,12,"""-1x3+"", shotgun offset L",TE in,N/A,,Kearse (L1),Catch,6.0,,,RS,S,,,Over,5,0,92,0.0,6.0,10,37,1.0,2.0,2.0,0.0,Narrow,Wide,1.0,Left,0.0,,,1.0,TE,in,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Home
13,CAR,1,9:32,3,1.0,10.0,46,Run,12,"""-1x3+"", closed L, shotgun offset L",TE in,Rawls,,N/A,N/A,2.0,,,,,M,,Under,,0,46,0.0,2.0,9,32,1.0,2.0,2.0,0.0,Narrow,Wide,1.0,Left,0.0,,,1.0,TE,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
13,CAR,1,2:47,10,1.0,10.0,-21,Pass,11,"""+3x1-"", shotgun offset L",RB bk,N/A,,Kearse (L1),Catch,7.0,,"Hard, roll",LS,S,,,Other Odd,5,0,79,0.0,7.0,2,47,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Left,0.0,,,1.0,RB,bk,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Home
13,CAR,2,12:33,10,2.0,16.0,-44,Pass,11,"""-1x3+"", shotgun offset L",,N/A,,Baldwin (R3),Catch,-2.0,,,WR Screen R,S,,,Under,4,0,56,0.0,-2.0,12,33,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-2.0,Home
13,CAR,2,7:28,10,1.0,10.0,-25,Run,11,"""+3x1+"", shotgun offset L",,Rawls,,N/A,N/A,13.0,,,,,M,,Under,,0,75,0.0,13.0,7,28,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,1.0,13.0,1.0,,,0.0,,1.0,1.0,0.0,,0.0,,Home
13,CAR,2,3:52,10,2.0,9.0,28,Run,11,"""+3x1+"", shotgun offset L",,Pope,,N/A,N/A,2.0,,,,,M,,Under,,0,28,0.0,2.0,3,52,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
13,CAR,2,2:00,10,2.0,12.0,19,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,"Graham (L LOS TE, 1)",Inc.,0.0,,,LS,D,,,Over,4,0,19,1.0,0.0,2,00,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,36.0,0.0,,Home
13,CAR,2,0:21,13,2.0,10.0,13,Pass,11,"""-1x3+"", shotgun offset L",,N/A,,Throwaway,Inc.,0.0,,,,,,,Under,4,0,13,1.0,0.0,0,21,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
13,CAR,2,0:16,13,3.0,10.0,13,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,"Graham (L LOS TE, 1)",Inc.,0.0,,,LS,D,,,Over,4,0,13,1.0,0.0,0,16,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
13,CAR,3,7:37,23,2.0,11.0,-24,Pass,11,"""+3x1+"", shotgun offset L",,N/A,,Baldwin (L3),Catch,5.0,,Hard,WR Screen L,S,,,Over,4,0,76,0.0,5.0,7,37,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,,0.0,,,WR,3,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
13,CAR,4,12:00,23,3.0,8.0,13,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,"Graham (R LOS TE, 1)",Catch,12.0,,,RM,S,,,Over,4,0,13,1.0,12.0,12,00,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Home
