Week,Opponent,Quarter,Time,Score_Margin,Down,Distance,POS,Play_Type,Personnel,Formation,Motion,Runner,Lead_Block,Target,Catch,Gain,Penalty,Play_Action,Pass_Area,Pass_Depth,Run_Area,Def_Package,Def_Front,Pass_Rushers,Goal_Line,LOS_to_Goal,Net_Gain,Minute,Second,Num_RB,Num_TE,Num_WR,6_OL,Left_Split,Right_Split,Shotgun,Shotgun_Offset,I-Form,I-Form_Offset,Motion_Bool,Motion_Pos,Motion_Dir,Target_Pos,Target_Align,Pass_Dir,TD,Explosive_Pass,Explosive_Pass_Yd,Explosive_Run,Explosive_Run_Yd,Explosive_Play,Successful_Pass,Successful_Run,Successful_Play,Sack_TFL,Sack_TFL_Yards,Penalty_Team,Penalty_Type,Penalty_Yards,Home/Road
5,PHI,2,6:06,7,1,10.0,38,Pass,6 OL,"""*2x2+"", singleback",,N/A,,Zenner (RB 0),Catch,19.0,,Hard,RB Screen R,S,,,Over,4,0,38,19.0,6,06,,,,1.0,Normal,Wide,0.0,,0.0,,0.0,,,RB,0,Right,0.0,1.0,19.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Home
5,PHI,2,4:32,7,2,4.0,13,Pass,10,"""+3x2+"", shotgun",,N/A,,Throwaway,Inc.,0.0,,,,,,,2 Eagle Even,4,0,13,0.0,4,32,1.0,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
5,PHI,2,4:00,7,1,9.0,9,Pass,11,"""+3x1-"", shotgun offset R",WR in,N/A,,Tate (L3),Catch,8.0,,,RM,S,,,Under,4,1,9,8.0,4,00,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,1.0,WR,in,TE,3,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
5,PHI,2,3:15,7,2,1.0,1,Pass,11,"""+2x2*"", shotgun offset L",,N/A,,M. Jones (L1),"Catch, TD",1.0,,,LM,IS,,,Over,4,1,1,1.0,3,15,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Left,0.0,,0.0,,,WR,1,Left,1.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
5,PHI,3,8:32,4,1,10.0,-26,Pass,6 OL,"""+1x3-"", singleback",,N/A,,N/A,"Sack, Logan",-26.0,"Off. Unsportsmanlike conduct, Boldin, -13",Hard,,,,,Over,5,0,74,-13.0,8,32,,,,1.0,Wide,Narrow,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-26.0,Defense,Off. Unsportsmanlike conduct,13.0,Home
5,PHI,3,7:57,4,2,24.0,-12,Pass,11,"""+2x2+"", shotgun offset R",,N/A,,N/A,"Sack, Fumble, Bradham",-5.0,,,,,,,2 Eagle Even,4,0,88,-5.0,7,57,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-5.0,,,0.0,Home
5,PHI,3,5:55,1,2,14.0,-12,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,"Zenner (L RB, 3)",Catch,4.0,,,Swing L,S,,,Over,4,0,88,4.0,5,55,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,RB,3,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
5,PHI,3,5:09,1,3,10.0,-16,Pass,10,"""*1x3-"", shotgun offset L",,N/A,,Boldin (R3),Catch,8.0,,,RM,S,,,2 Eagle Even,4,0,84,8.0,5,09,1.0,,,0.0,Normal,Narrow,1.0,Left,0.0,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
5,PHI,3,0:49,1,2,11.0,-47,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,Throwaway,Inc.,0.0,,,,,,,Over,4,0,53,0.0,0,49,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
5,PHI,3,0:41,1,3,11.0,-47,Pass,11,"""+3x1+"", shotgun offset R",,N/A,,M. Jones (R1),Catch,10.0,,,RM,IS,,,Other Odd,4,0,53,10.0,0,41,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
5,PHI,4,14:17,1,1,10.0,41,Pass,11,"""+2x2*"", shotgun offset R",,N/A,,"Riddick (R RB, 2)",Catch,2.0,,,RS,S,,,Over,4,0,41,2.0,14,17,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
5,PHI,4,12:50,1,3,7.0,38,Pass,10,"""+2x2+"", shotgun offset L",,N/A,,N/A,"Sack, Curry",-9.0,,,,,,,2 Eagle Even,4,0,38,-9.0,12,50,1.0,,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-9.0,,,0.0,Home
5,PHI,4,6:40,-2,1,10.0,-25,Pass,11,"""*2x2+"", shotgun offset R",,N/A,,M. Jones (R1),Inc.,0.0,,Hard,RM,S,,,Under,4,0,75,0.0,6,40,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Right,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
5,PHI,4,6:35,-2,2,10.0,-25,Pass,11,"""-1x3+"", shotgun offset R",,N/A,,"Riddick (R RB, 4)",Catch,-6.0,,,RB Screen L,S,,,Under,4,0,75,-6.0,6,35,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Right,0.0,,0.0,,,RB,4,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-6.0,,,0.0,Home
5,PHI,4,5:52,-2,3,16.0,-19,Pass,10,"""-2x2+"", shotgun offset L",,N/A,,"Riddick (L RB, 3)",Catch,9.0,,,LS,S,,,2 Eagle Even,4,0,81,9.0,5,52,1.0,,,0.0,Narrow,Wide,1.0,Left,0.0,,0.0,,,RB,3,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
5,PHI,4,2:34,-2,1,10.0,45,Pass,10,"""*1x3+"", shotgun offset L",,N/A,,Tate (R1),Catch,4.0,,,RM,S,,,Over,4,0,45,4.0,2,34,1.0,,,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
5,PHI,4,2:00,-2,3,4.0,39,Pass,10,"""*1x3-"", bunch R-, shotgun offset L",,N/A,,Tate (BO),Catch,27.0,"Def. unnecessary roughness, Jenkins, +6",,LM,S,,,Other Even,4,0,39,33.0,2,00,1.0,,,0.0,Normal,Narrow,1.0,Left,0.0,,0.0,,,TE,,,0.0,1.0,27.0,0.0,,1.0,1.0,,1.0,0.0,,Defense,Def. unnecessary roughness,6.0,Home
5,PHI,4,1:40,-2,3,5.0,5,Pass,10,"""*1x3+"", shotgun offset L",,N/A,,N/A,"Sack, Cox",-6.0,,,,,,,Over,4,1,5,-6.0,1,40,1.0,,,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-6.0,,,0.0,Home
6,LAR,1,14:22,0,1,10.0,-40,Pass,11,"""+2x2*"", shotgun offset L",,N/A,,M. Jones (L1),Inc.,0.0,,Soft,LM,S,,,Over,4,0,60,0.0,14,22,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Left,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,1,12:18,0,1,10.0,49,Pass,11,"""+3x2+"", shotgun",,N/A,,Boldin (L2),Catch,8.0,,,M,S,,,Over,4,0,49,8.0,12,18,1.0,1.0,3.0,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,1,11:36,0,2,2.0,41,Pass,12,"-2x2-"", closed L, dual TE LOS, couple R-, shotgun offset R",,N/A,,Tate (R- CO),Catch,34.0,,Hard,WR Screen R,S,,,Over,5,0,41,34.0,11,36,1.0,2.0,2.0,0.0,,,1.0,Right,0.0,,0.0,,,TE,,Right,0.0,1.0,34.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,1,10:47,0,1,7.0,7,Pass,6 OL,"""*2x2+"", pistol",,N/A,,M. Jones (L1),"Catch, TD",7.0,,,LS,S,,,Over,4,1,7,7.0,10,47,,,,1.0,Normal,Wide,0.0,,0.0,,0.0,,,WR,1,Left,1.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,1,5:09,0,1,15.0,-23,Pass,11,"""+1x3+"", shotgun offset L",,N/A,,Boldin (R2),Catch,7.0,,,RS,S,,,Over,4,0,77,7.0,5,09,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,1,2:38,0,2,1.0,-38,Pass,6 OL,"""*2x2-"", couple R-, shotgun offset R",,N/A,,Tate (L1),Inc.,0.0,,,RM,S,,,Over,4,0,62,0.0,2,38,,,,1.0,Normal,Narrow,1.0,Right,0.0,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,2,10:25,-7,2,9.0,-26,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,Tate (L1),Catch,12.0,,Soft,LS,IS,,,Over,5,0,74,12.0,10,25,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,2,9:00,-7,2,12.0,-36,Pass,11,"""-2x2+"", shotgun offset R",WR in,N/A,,M. Jones (L1),Catch,3.0,,Hard,WR Screen L,S,,,Over,4,0,64,3.0,9,00,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Right,0.0,,1.0,WR,in,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,2,8:20,-7,3,9.0,-39,Pass,10,"""*1x3+"", shotgun offset L",,N/A,,"Zenner (L RB, 2)",Catch,15.0,,,LM,S,,,2 Eagle Even,4,0,61,15.0,8,20,1.0,,,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,RB,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,2,7:34,-7,1,10.0,46,Pass,6 OL,"""+1x2+"", I-form offset R",TE in,N/A,,Tate (L1),Catch,8.0,,,WR Screen L,S,,,Over,4,0,46,8.0,7,34,,,,1.0,Wide,Wide,0.0,,1.0,Right,1.0,TE,in,TE,1,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,2,6:04,-7,1,10.0,32,Pass,11,"""+2x2+"", shotgun offset R",,N/A,,Boldin (R1),Catch,6.0,,Soft,RS,S,,,Over,4,0,32,6.0,6,04,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,2,4:40,-7,1,10.0,19,Pass,10,"""*1x3+"", shotgun offset L",,N/A,,Boldin (R2),Catch,15.0,,,RM,IS,,,Over,4,0,19,15.0,4,40,1.0,,,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,2,3:58,-7,1,4.0,4,Pass,11,"""+2x2-"", closed R, shotgun offset L",WR in,N/A,,Boldin (R1),Catch,2.0,,,WR Screen M,S,,,Over,4,1,4,2.0,3,58,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Left,0.0,,1.0,WR,in,WR,1,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,2,3:19,-7,2,2.0,2,Pass,6 OL,"""-1x3+"", singleback",,N/A,,M. Jones (L1),Inc.,0.0,,,LS,S,,,Over,4,1,2,0.0,3,19,,,,1.0,Narrow,Wide,0.0,,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,2,3:12,-7,3,2.0,2,Pass,11,"""-2x3-"", pistol",WR in,N/A,,Boldin (R1),Inc.,0.0,,"Hard, roll",M,IS,,,Other Odd,4,1,2,0.0,3,12,1.0,1.0,3.0,0.0,Narrow,Narrow,0.0,,0.0,,1.0,WR,in,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,2,3:12,-7,4,2.0,2,Pass,10,"""*2x3+"", shotgun",WR in,N/A,,Roberts (R3),"Catch, TD",2.0,,,RS,S,,,Under,3,1,2,2.0,3,12,1.0,,,0.0,Normal,Wide,1.0,,0.0,,1.0,WR,in,WR,3,Right,1.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,3,10:57,0,3,12.0,-38,Pass,11,"""+3x1+"", shotgun offset R",RB bk,N/A,,Tate (L1),Catch,61.0,,,LS,D,,,Other Odd,5,0,62,61.0,10,57,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,1.0,RB,bk,TE,1,Left,0.0,1.0,61.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,3,9:52,0,2,4.0,4,Pass,11,"""+2x2+"", shotgun offset R",,N/A,,Boldin (L2),"Catch, TD",4.0,,Soft,LM,S,,,Over,4,1,4,4.0,9,52,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2,Left,1.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,3,5:59,0,2,13.0,-22,Pass,11,"""+2x2+"", shotgun offset L",,N/A,,"Zenner (L RB, 3)",Catch,4.0,,,Swing L,S,,,2 Eagle Even,4,0,78,4.0,5,59,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,RB,3,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,3,5:15,0,3,9.0,-26,Pass,10,"""-1x3+"", shotgun offset L",,N/A,,M. Jones (L1),Inc.,0.0,,,RS,S,,,2 Eagle Even,4,0,74,0.0,5,15,1.0,,,0.0,Narrow,Wide,1.0,Left,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,4,14:05,-7,1,10.0,-16,Pass,11,"""-2x2-"", couple L- R-, shotgun offset R",,N/A,,M. Jones (R- CI),Inc.,0.0,,,RS,S,,,Under,4,0,84,0.0,14,05,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,0.0,,,WR,,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,4,14:00,-7,2,10.0,-16,Pass,11,"""+2x2+"", shotgun offset R",,N/A,,Tate (L1),Inc.,0.0,,,LM,S,,,Over,4,0,84,0.0,14,00,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,4,13:31,-7,3,5.0,-21,Pass,10,"""+2x2+"", shotgun offset L",,N/A,,Roberts (L2),Catch,11.0,,,LM,S,,,Over,5,0,79,11.0,13,31,1.0,,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,4,11:03,-7,3,1.0,-41,Pass,11,"""+2x2*"", shotgun offset R",,N/A,,Tate (L2),Catch,13.0,,,LS,S,,,Over,5,0,59,13.0,11,03,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,TE,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,4,10:22,-7,1,10.0,46,Pass,20,"""+1x2+"", pistol 2 RB",,N/A,,Forsett (RB 0),Inc.,0.0,,Hard,LS,S,,,Over,4,0,46,0.0,10,22,2.0,,,0.0,Wide,Wide,0.0,,0.0,,0.0,,,RB,0,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,4,8:24,-7,2,7.0,28,Pass,11,"""+2x2*"", shotgun offset R",,N/A,,"Harbor (R LOS TE, 2)",Catch,3.0,,,RS,S,,,Over,4,0,28,3.0,8,24,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,TE,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,4,6:09,-7,2,13.0,23,Pass,11,"""+3x1*"", shotgun offset R",,N/A,,Tate (L1),"Catch, TD",23.0,,,LM,S,,,Over,4,0,23,23.0,6,09,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,TE,1,Left,1.0,1.0,23.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,4,5:06,0,1,10.0,-39,Pass,11,"""+3x1*"", shotgun offset R",,N/A,,Boldin (L2),Catch,7.0,,,LM,S,,,Over,4,0,61,7.0,5,06,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,4,3:46,0,3,1.0,-48,Pass,22,"""-1x2-"", closed L, I-form",TE ,N/A,,Boldin (R1),Catch,11.0,,Hard,LM,S,,,GL,5,0,52,11.0,3,46,2.0,2.0,1.0,0.0,Narrow,Narrow,0.0,,1.0,,1.0,TE,,WR,1,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
6,LAR,4,2:00,0,1,10.0,26,Pass,11,"""+2x2*"", shotgun offset L",,N/A,,N/A,"Sack, Donald",-5.0,,,,,,,Over,5,0,26,-5.0,2,00,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-5.0,,,0.0,Home
6,LAR,4,1:54,0,2,15.0,31,Pass,11,"""+1x3+"", shotgun offset L",RB bk,N/A,,Tate (R1),Catch,2.0,,,WR Screen R,S,,,2 Eagle Even,5,0,31,2.0,1,54,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Left,0.0,,1.0,RB,bk,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
6,LAR,4,1:47,0,3,13.0,29,Pass,11,"""-3x1-"", closed R, bunch L-, shotgun offset L",,N/A,,Tate (BO),Catch,12.0,,Soft,WR Screen L,S,,,2 Eagle Even,4,0,29,12.0,1,47,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Left,0.0,,0.0,,,TE,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
7,WAS,1,15:00,0,1,10.0,-25,Pass,11,"""+2x2+"", shotgun offset R",,N/A,,Boldin (R2),Inc.,0.0,,,M,S,,,Over,4,0,75,0.0,15,00,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
7,WAS,1,14:18,0,3,2.0,-33,Pass,11,"""-2x2*"", shotgun offset R",WR in,N/A,,Boldin (R1),Catch,1.0,,,RS,S,,,Other Even,4,0,67,1.0,14,18,1.0,1.0,3.0,0.0,Narrow,Normal,1.0,Right,0.0,,1.0,WR,in,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
7,WAS,1,8:34,0,1,10.0,-20,Pass,12,"""+1x3+"", dual TE LOS, singleback",,N/A,,Tate (R1),Catch,11.0,,Hard,RS,IS,,,Over,4,0,80,11.0,8,34,1.0,2.0,2.0,0.0,Wide,Wide,0.0,,0.0,,0.0,,,TE,1,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
7,WAS,1,7:07,0,2,1.0,-40,Pass,11,"""+2x2+"", pistol",TE in,N/A,,Harbor (R2),Catch,9.0,,"Hard, roll",RM,S,,,Under,4,0,60,9.0,7,07,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,0.0,,1.0,TE,in,RB,2,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
7,WAS,1,5:38,0,2,9.0,50,Pass,1,"""+3x2+"", shotgun",,N/A,,Tate (R1),"LOS PD, Foster",0.0,,,RM,S,,,Over,5,0,50,0.0,5,38,,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
7,WAS,1,5:33,0,3,9.0,50,Pass,10,"""+3x1+"", shotgun offset R",,N/A,,Tate (L1),Catch,16.0,,,LS,IS,,,2 Eagle Even,4,0,50,16.0,5,33,1.0,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,TE,1,Left,0.0,1.0,16.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Home
7,WAS,1,4:06,0,2,6.0,30,Pass,11,"""+1x3+"", singleback",WR in,N/A,,Zenner (RB 0),Inc.,0.0,,Hard,RB Screen R,S,,,Over,4,0,30,0.0,4,06,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,0.0,,1.0,WR,in,RB,0,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
7,WAS,1,4:01,0,3,6.0,30,Pass,10,"""*1x3+"", shotgun offset L",,N/A,,Tate (R2),Inc.,0.0,,,LM,S,,,Over,5,0,30,0.0,4,01,1.0,,,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,TE,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
7,WAS,2,15:00,0,2,6.0,-24,Pass,21,"""+1x2+"", pistol 2 RB",,N/A,,Forsett (RB 0),Catch,8.0,,,Swing R,S,,,Under,5,0,76,8.0,15,00,2.0,1.0,2.0,0.0,Wide,Wide,0.0,,0.0,,0.0,,,RB,0,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
7,WAS,2,12:35,0,1,20.0,-40,Pass,11,"""+2x2+"", shotgun offset R",,N/A,,Roberts (L2),Inc.,0.0,,Soft,RS,D,,,Over,4,0,60,0.0,12,35,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,Home
7,WAS,2,12:28,0,2,20.0,-40,Pass,1,"""+3x2+"", shotgun",,N/A,,Tate (R1),Catch,27.0,,,WR Screen R,S,,,2 Eagle Even,5,0,60,27.0,12,28,,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,TE,1,Right,0.0,1.0,27.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0,Home
7,WAS,2,11:09,0,2,8.0,31,Pass,11,"""*2x2+"", shotgun offset L",,N/A,,"Forsett (L RB, 3)",Catch,7.0,,,LM,S,,,Over,4,0,31,7.0,11,09,1.0,1.0,3.0,0.0,Normal,Wide,1.0,Left,0.0,,0.0,,,RB,3,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,Home
